name: AOE II: The Conquerors Europe 1v1 Room v1.0C id:65543   sid:6   server:203.117.124.16  gid:1021  game:AOE II        ml:1  
name: ASEAN DotA Room 03                        id:590195  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: IHRDL Room                                id:590198  sid:1   server:203.117.124.14  gid:1012  game:WC3/RPG*      ml:1  
name: Bulgaria DotA Room 08                     id:590204  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Bulgaria DotA Room 09                     id:590205  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Bulgaria DotA Room 11                     id:590206  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Russia Room 05                            id:590215  sid:3   server:203.117.124.12  gid:1000  game:WC3/TFT       ml:1  
name: Masters League Room                       id:590220  sid:1   server:203.117.124.14  gid:1000  game:WC3/TFT       ml:1  
name: Europe Room 02                            id:590221  sid:1   server:203.117.124.14  gid:1000  game:WC3/TFT       ml:3  
name: 1.7 Europe Room 02                        id:590223  sid:1   server:203.117.124.14  gid:1018  game:COD4          ml:1  
name: CS Iran Dtor.ir Room                      id:590227  sid:1   server:203.117.124.14  gid:1003  game:CS 1.6        ml:1  
name: Iran DotA High Level Room                 id:590263  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:30 
name: Romania RPG Room 02                       id:590287  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:5  
name: Romania DotA Clan War Room                id:590288  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: Brazil Room 02                            id:590314  sid:1   server:203.117.124.14  gid:1000  game:WC3/TFT       ml:1  
name: Europe Room 03                            id:590315  sid:1   server:203.117.124.14  gid:1000  game:WC3/TFT       ml:1  
name: Europe Room 04                            id:590318  sid:1   server:203.117.124.14  gid:1000  game:WC3/TFT       ml:1  
name: North American Inhouse League             id:590328  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: North American Inhouse League Tryouts Room id:590329  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: USA RPG Room 01                           id:590334  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Garena Tournament Room 4                  id:590346  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:0  
name: Garena Tournament Room 3                  id:590347  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: eSports DotA Tournament Room              id:590360  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Argh League Room                          id:590367  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:8  
name: Bangladesh DotA Room                      id:590370  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Mongolia DotA Room 06                     id:590371  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Kazakhstan DotA Clan War Room (1.26a)     id:590372  sid:1   server:203.117.124.14  gid:1012  game:WC3/RPG*      ml:1  
name: Iran DotA Room 04                         id:590374  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Japan DotA Room 01                        id:590376  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:5  
name: Japan RPG Room 01                         id:590377  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Sri Lanka DotA Room                       id:590382  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: DDayWorld Room                            id:590387  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Venezuela DotA Clan War Room              id:590389  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: South America DotA High Level Room        id:590390  sid:1   server:203.117.124.14  gid:1012  game:WC3/RPG*      ml:10 
name: Peru DotA Room 09 (1.24b)                 id:590396  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Everstill Room                            id:590399  sid:1   server:203.117.124.14  gid:1016  game:CS Source     ml:1  
name: Bulgaria LoD DotA Room 01 [Moderated]     id:590403  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:15 
name: [.del]Bulgaria DotA Room 19               id:590405  sid:1   server:203.117.124.14  gid:1012  game:WC3/RPG*      ml:1  
name: Bulgaria DotA Room 07                     id:590417  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: inDotA Cup Room                           id:590425  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: WCL Tournament Room                       id:590433  sid:1   server:203.117.124.14  gid:1000  game:WC3/TFT       ml:1  
name: xLoCup Tournament Room 1                  id:590435  sid:1   server:203.117.124.14  gid:1000  game:WC3/TFT       ml:1  
name: WCIP Tournament Room 3                    id:590436  sid:1   server:203.117.124.14  gid:1000  game:WC3/TFT       ml:1  
name: WCIP Tournament Room 2                    id:590437  sid:1   server:203.117.124.14  gid:1000  game:WC3/TFT       ml:1  
name: International Esports League Room 01      id:590439  sid:1   server:203.117.124.14  gid:1000  game:WC3/TFT       ml:1  
name: International Esports League Room 02      id:590440  sid:1   server:203.117.124.14  gid:1000  game:WC3/TFT       ml:1  
name: ProPlay.ru Online Cup Room 2              id:590441  sid:1   server:203.117.124.14  gid:1000  game:WC3/TFT       ml:1  
name: WGP League Room                           id:590444  sid:1   server:203.117.124.14  gid:1000  game:WC3/TFT       ml:1  
name: WCIP Tournament Room 1                    id:590445  sid:1   server:203.117.124.14  gid:1000  game:WC3/TFT       ml:1  
name: ProPlay.ru Online Cup Room 1              id:590446  sid:1   server:203.117.124.14  gid:1000  game:WC3/TFT       ml:1  
name: WGS Tournament Room 1                     id:590447  sid:1   server:203.117.124.14  gid:1000  game:WC3/TFT       ml:1  
name: WC3.pl Tourneys and Leagues Room          id:590449  sid:1   server:203.117.124.14  gid:1000  game:WC3/TFT       ml:1  
name: Venezuela DotA Room 08                    id:590450  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: SKOTH Warcraft Tournament Room 1          id:590500  sid:1   server:203.117.124.14  gid:1000  game:WC3/TFT       ml:1  
name: SKOTH DotA Tournament Room 1              id:590502  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Romania RPG Room 01                       id:590512  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:10 
name: Romania DotA Room 11                      id:590513  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: Peru DotA Room 08 (1.24b)                 id:590544  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: PCGL League Room 4                        id:590547  sid:1   server:203.117.124.14  gid:1000  game:WC3/TFT       ml:1  
name: PCGL League Room 3                        id:590548  sid:1   server:203.117.124.14  gid:1000  game:WC3/TFT       ml:1  
name: PCGL League Room 2                        id:590549  sid:1   server:203.117.124.14  gid:1000  game:WC3/TFT       ml:1  
name: PCGL League Room 1                        id:590550  sid:1   server:203.117.124.14  gid:1000  game:WC3/TFT       ml:1  
name: MCC Room                                  id:590555  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Hellfire War Room                         id:590594  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Head Hunters Tournament Room              id:590595  sid:1   server:203.117.124.14  gid:1000  game:WC3/TFT       ml:1  
name: GGL League Room                           id:590597  sid:1   server:203.117.124.14  gid:1000  game:WC3/TFT       ml:1  
name: Europe Room                               id:590604  sid:1   server:203.117.124.14  gid:1004  game:CS 1.5        ml:1  
name: Europe DotA Clan War Room 2               id:590616  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: ESVN Ladder Seasons                       id:590617  sid:1   server:203.117.124.14  gid:1000  game:WC3/TFT       ml:1  
name: DotaInvite Room                           id:590620  sid:1   server:203.117.124.14  gid:1012  game:WC3/RPG*      ml:1  
name: Europe DotA High Level Room 2             id:590623  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:13 
name: Europe DotA High Level Room 4             id:590624  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:15 
name: Colombia DotA Room 04                     id:590628  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Colombia DotA Room 03 [Moderada]          id:590629  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:5  
name: China-Overseas Sanguo Room                id:590631  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:2  
name: China-Overseas DotA Room                  id:590632  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Caribbean DotA Room                       id:590633  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: ASEAN Vampirism Room                      id:590650  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: saP DotA League Room                      id:655343  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Colombia RPG Room [Moderada]              id:655344  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Peru DotA Tournament Room                 id:655345  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Europe DotA High Level Room 3             id:655350  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:10 
name: BoaCompra DotA BYS 2                      id:655352  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:5  
name: Peru DotA Room 22                         id:655353  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Peru DotA Room 21                         id:655354  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Peru DotA Room 20                         id:655355  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Peru DotA Room 19                         id:655356  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Peru DotA Room 16                         id:655357  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Peru DotA Room 10 (1.24b)                 id:655358  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Peru DotA Clan War Room 01                id:655359  sid:1   server:203.117.124.14  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Nobu S 41(no 12.1c)            id:655412  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Nobu S 40(no 12.1c)            id:655413  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Nobu S 39(no 12.1c)            id:655414  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Nobu S 38(no 12.1c)            id:655415  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Nobu S 37(no 12.1c)            id:655416  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Nobu S 36(no 12.1c)            id:655417  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Nobu S 35(no 12.1c)            id:655418  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Nobu S 34(no 12.1c)            id:655419  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Nobu S 33(no 12.1c)            id:655420  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:5  
name: Taiwan ESM Nobu S 32(no 12.1c)            id:655421  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:10 
name: Taiwan ESM Nobu S 31(no 12.1c)            id:655422  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:10 
name: Taiwan ESM Nobu S 30-1(no 12.1c)          id:655423  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Nobu S 28(no 12.1c)            id:655426  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:2  
name: Taiwan ESM Nobu S 24(no 12.1c)            id:655430  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Nobu S 23(no 12.1c)            id:655431  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:2  
name: Taiwan ESM Nobu S 22(no 12.1c)            id:655432  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:2  
name: Taiwan ESM Nobu S 21(no 12.1c)            id:655433  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:2  
name: Taiwan ESM Nobu S 20(no 12.1c)            id:655434  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:2  
name: Taiwan ESM Nobu S 19(no 12.1c)            id:655435  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:2  
name: Taiwan ESM Nobu S 18(no 12.1c)            id:655436  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:2  
name: Taiwan ESM Nobu S 17(no 12.1c)            id:655437  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:2  
name: Taiwan ESM Nobu S 16(no 12.1c)            id:655438  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:2  
name: Taiwan ESM Nobu S 12(no 12.1c)            id:655442  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:5  
name: Taiwan ESM Nobu S 11(no 12.1c)            id:655443  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:5  
name: Taiwan ESM Nobu S 10(no 12.1c)            id:655444  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:5  
name: Taiwan ESM Nobu S 09(no 12.1c)            id:655445  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:5  
name: Taiwan ESM Nobu S 06(no 12.1c)            id:655448  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:15 
name: Taiwan ESM Nobu S 05(no 12.1c)            id:655449  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:15 
name: Taiwan ESM Nobu S 02(no 12.1c)            id:655452  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:20 
name: Taiwan ESM Nobu S 01(no 12.1c)            id:655453  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:20 
name: Taiwan ESM SanGuo XD 6.x 04               id:655455  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:10 
name: Taiwan ESM SanGuo XD 6.x 03               id:655456  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:15 
name: Taiwan ESM SanGuo XD 6.x 02               id:655457  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:18 
name: Taiwan ESM SanGuo XD 6.x 01               id:655458  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:23 
name: Taiwan ESM PiLi DotA 01                   id:655488  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:12 
name: Taiwan ESM ReinForce 01                   id:655489  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM GoGoDie DotA 01                id:655490  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM PiLi DotA 03                   id:655491  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Mini DotA 01                   id:655492  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan DotA Allstars 02 all mode Room     id:655495  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:10 
name: Taiwan DotA Allstars 01 all mode Room     id:655496  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:10 
name: Taiwan DotA Allstars 03  -apsp Room       id:655497  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:10 
name: Taiwan ESM PiLi DotA 02                   id:655501  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:5  
name: Taiwan JinYong 01                         id:655502  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:2  
name: Taiwan ESM DotA Chaos/EX 01               id:655504  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Macau V8Game.Net Nobu Room 01             id:655505  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:5  
name: HongKong ESM Tower Defense 01             id:655507  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: HongKong ESM Sango 01                     id:655510  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: HongKong ESM nother map                   id:655511  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: HongKong ESM RPG 02                       id:655512  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: HongKong ESM RPG 01                       id:655513  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo 7.x 10                  id:720933  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:5  
name: Taiwan ESM SanGuo 7.x 09                  id:720934  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:5  
name: Taiwan ESM SanGuo 7.x 08                  id:720935  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:10 
name: Taiwan ESM SanGuo 7.x 07                  id:720936  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:15 
name: Taiwan ESM SanGuo 7.x 06                  id:720937  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:15 
name: Taiwan ESM SanGuo 7.x 05                  id:720938  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:20 
name: Taiwan ESM SanGuo 7.x 04 (admin)          id:720939  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:20 
name: Taiwan ESM SanGuo 7.x 03 (admin)          id:720940  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:20 
name: Taiwan ESM SanGuo 7.x 02 (admin)          id:720941  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:20 
name: Taiwan ESM SanGuo 7.x 01                  id:720942  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:20 
name: Taiwan ESM SanGuo 3.7 XD 05               id:720951  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo 3.7 XD 04               id:720952  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo 3.7 XD 03               id:720953  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo 3.7 XD 02               id:720954  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo 3.7 XD 01               id:720955  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo 3.7 05                  id:720957  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo 3.7 04                  id:720958  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo 3.7 03                  id:720959  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo 3.7 02                  id:720960  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo 3.7 01                  id:720961  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:5  
name: Taiwan ESM RPG 05                         id:720962  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM RPG 04                         id:720963  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM RPG 03                         id:720964  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM RPG 02                         id:720965  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM RPG 01                         id:720966  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:2  
name: Taiwan ESM Ragnarok Online 01             id:720967  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:2  
name: Taiwan ESM Protect the Godness 04         id:720968  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:6  
name: Taiwan ESM Protect the Godness 03         id:720969  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:8  
name: Taiwan ESM Protect the Godness 02         id:720970  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:10 
name: Taiwan ESM Protect the Godness 01         id:720971  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:10 
name: Taiwan ESM One Piece 03                   id:720972  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM One Piece 02                   id:720973  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM One Piece 01                   id:720974  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Naruto Ninja 07                id:720975  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Naruto Ninja 06                id:720976  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Naruto Ninja 05                id:720977  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Naruto Ninja 04                id:720978  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Naruto Ninja 03                id:720979  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:5  
name: Taiwan ESM Naruto Ninja 02                id:720980  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:5  
name: Taiwan ESM Naruto Ninja 01                id:720981  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:10 
name: Taiwan ESM Nanoha Fight 01                id:720982  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM FuJiaTianXia 01                id:720983  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Fate/Another 01                id:720984  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:3  
name: Taiwan ESM Eastern THDOTA 01              id:720985  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:3  
name: Taiwan ESM Dota Orochi 02                 id:720986  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Dota Orochi 01                 id:720987  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:3  
name: Taiwan ESM Blue-Green 01                  id:720988  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM Battle Island 01               id:720989  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan Emergency Room 02                  id:720990  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan Emergency Room 01                  id:720991  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo 3.7 XD 10               id:786422  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo 3.7 XD 09               id:786423  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo 3.7 XD 08               id:786424  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo 3.7 XD 07               id:786425  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo 3.7 06                  id:786426  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Taiwan ESM SanGuo 3.7 XD 06               id:786431  sid:6   server:203.117.124.16  gid:1001  game:WC3/RPG       ml:1  
name: Philippines Shop to Shop DotA ROOM 01 (v1.26a) id:786442  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: Philippines Shop to Shop DotA ROOM 02 (v1.26a) id:786443  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: Philippines Shop to Shop DotA ROOM 03 (v1.26a) id:786444  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: Philippines Shop to Shop DotA ROOM 04 (v1.26a) id:786445  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: Philippines Shop to Shop DotA ROOM 05 (v1.26a) id:786446  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: Philippines Shop to Shop DotA ROOM 06 (v1.26a) id:786447  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: Philippines Shop to Shop DotA ROOM 07 (v1.26a) id:786448  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: Philippines Shop to Shop DotA ROOM 08 (v1.26a) id:786449  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: Philippines Shop to Shop DotA ROOM 09 (v1.26a) id:786450  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: Philippines Shop to Shop DotA ROOM 10 (v1.26a) id:786451  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: Philippines Shop to Shop DotA ROOM 11 (v1.26a) id:786452  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: Philippines Shop to Shop DotA ROOM 12 (v1.26a) id:786453  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: War3 Custom Map: Castle Fight Room 1      id:786454  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: War3 Custom Map: Fufu Ninja All-Stars Room 1 id:786455  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: War3 Custom Map: Fufu Ninja All-Stars Room 2 id:786456  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: War3 Custom Map: Gold Rush Room 1         id:786457  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: War3 Custom Map: Gold Rush Room 2         id:786458  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: War3 Custom Map: RPG Room 01              id:786459  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: War3 Custom Map: RPG Room 02              id:786460  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: War3 Custom Map: RPG Room 03              id:786461  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: War3 Custom Map: Tree Tag Room 01         id:786464  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:2  
name: War3 Custom Map: Tree Tag Room 02         id:786465  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: War3 Custom Map: Tree Tag Room 03         id:786466  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: War3 Custom Map: War of Philippines Heroes 1 id:786467  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: War3 Custom Map: War of Philippines Heroes 2 id:786468  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 021 (v1.26a)  id:786469  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 022 (v1.26a)  id:786470  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
name: Philippines PLDT: DotA ROOM 023 (v1.26a)  id:786471  sid:3   server:203.117.124.12  gid:1001  game:WC3/RPG       ml:1  
